Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Upload file Method - FileWrapper,Chrome 128.0.0.0,,,18-09-2024 19:42:14,18-09-2024 19:44:46,2m - 31.707s,FAILED
,,,,,,,
Test Cases/TC File Upload - Kool Session/File_Upload - FileWrapper,Chrome 128.0.0.0,,,18-09-2024 19:42:15,18-09-2024 19:44:46,2m - 31.280s,FAILED
Start listener action : enableSauceLabs,Chrome 128.0.0.0,,,18-09-2024 19:42:15,18-09-2024 19:42:15,0.029s,PASSED
"openBrowser("""")",Chrome 128.0.0.0,,,18-09-2024 19:42:15,18-09-2024 19:42:27,11.570s,PASSED
maximizeWindow(),Chrome 128.0.0.0,,,18-09-2024 19:42:27,18-09-2024 19:42:27,0.195s,PASSED
driver = getWebDriver(),Chrome 128.0.0.0,,,18-09-2024 19:42:27,18-09-2024 19:42:27,0.035s,PASSED
wrappedDriver = driver.getWrappedDriver(),Chrome 128.0.0.0,,,18-09-2024 19:42:27,18-09-2024 19:42:27,0.040s,PASSED
if (class == com.kms.katalon.selenium.driver.CRemoteWebDriver),Chrome 128.0.0.0,,,18-09-2024 19:42:27,18-09-2024 19:42:27,0.090s,PASSED
dirName = getProjectDir(),Chrome 128.0.0.0,,,18-09-2024 19:42:27,18-09-2024 19:42:27,0.003s,PASSED
"println(""Project Directory: "" + dirName)",Chrome 128.0.0.0,,,18-09-2024 19:42:27,18-09-2024 19:42:27,0.029s,PASSED
filePath = docx)).getCanonicalPath(),Chrome 128.0.0.0,,,18-09-2024 19:42:27,18-09-2024 19:42:27,0.004s,PASSED
"navigateToUrl(""https://www.filemail.com"")",Chrome 128.0.0.0,,,18-09-2024 19:42:27,18-09-2024 19:42:37,9.266s,PASSED
"click(findTestObject(""OR File Upload/Page_Send Large Files Free - Fast Secure File Transfer - Filemail/a_Log in""))",Chrome 128.0.0.0,,,18-09-2024 19:42:37,18-09-2024 19:42:58,21.084s,PASSED
"setText(findTestObject(""OR File Upload/Page_Login - Filemail - Filemail/input_Email_Email""), ""vjain089@gmail.com"")",Chrome 128.0.0.0,,,18-09-2024 19:42:58,18-09-2024 19:43:10,12.430s,PASSED
"setEncryptedText(findTestObject(""OR File Upload/Page_Login - Filemail - Filemail/input_Password_Password""), ""l4rHfn9ZkQZikqoROYKz3g=="")",Chrome 128.0.0.0,,,18-09-2024 19:43:10,18-09-2024 19:43:25,15.041s,PASSED
"click(findTestObject(""OR File Upload/Page_Login - Filemail - Filemail/button_Log in""))",Chrome 128.0.0.0,,,18-09-2024 19:43:25,18-09-2024 19:43:28,2.299s,PASSED
delay(2),Chrome 128.0.0.0,,,18-09-2024 19:43:28,18-09-2024 19:43:30,2.065s,PASSED
"setText(findTestObject(""OR File Upload/Page_Hub - Filemail/input_Transfer in progress_ui-widget-conten_9e29d3""), ""vaibhav.jain@katalon.com"")",Chrome 128.0.0.0,,,18-09-2024 19:43:30,18-09-2024 19:43:51,21.590s,PASSED
"click(findTestObject(""OR File Upload/Page_Hub - Filemail/div_Send as emailSend as linkTransfer in pr_17b1aa""))",Chrome 128.0.0.0,,,18-09-2024 19:43:51,18-09-2024 19:43:54,2.515s,PASSED
"setText(findTestObject(""OR File Upload/Page_Hub - Filemail/input_Transfer in progress_FilemailSubject""), ""Demo"")",Chrome 128.0.0.0,,,18-09-2024 19:43:54,18-09-2024 19:43:57,2.972s,PASSED
"uploadFile(findTestObject(""OR File Upload/Page_Hub - Filemail/label_Add Files""), filePath)",Chrome 128.0.0.0,,,18-09-2024 19:43:57,18-09-2024 19:44:06,9.371s,PASSED
delay(5),Chrome 128.0.0.0,,,18-09-2024 19:44:06,18-09-2024 19:44:11,5.016s,PASSED
"scrollToElement(findTestObject(""OR File Upload/Page_Hub - Filemail/button_Send""), 0)",Chrome 128.0.0.0,,,18-09-2024 19:44:11,18-09-2024 19:44:11,0.364s,PASSED
"click(findTestObject(""OR File Upload/Page_Hub - Filemail/button_Send""))",Chrome 128.0.0.0,,,18-09-2024 19:44:11,18-09-2024 19:44:46,34.662s,FAILED
Start listener action : autoUpdateJobStatus,Chrome 128.0.0.0,,,18-09-2024 19:44:46,18-09-2024 19:44:46,0.004s,PASSED
